1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
2269, taiga, terraforged:cold_steppe, MONSTER, minecraft:witch, 5, 1, 1
2270, taiga, terraforged:cold_steppe, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2271, taiga, terraforged:cold_steppe, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
2272, taiga, terraforged:cold_steppe, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2273, taiga, terraforged:cold_steppe, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2274, taiga, terraforged:cold_steppe, MONSTER, rats:rat_spawner, 80, 1, 3
2275, taiga, terraforged:cold_steppe, MONSTER, rats:pied_piper, 10, 1, 1
2276, taiga, terraforged:cold_steppe, MONSTER, tconstruct:earth_slime, 80, 2, 4
2277, taiga, terraforged:cold_steppe, MONSTER, tconstruct:sky_slime, 80, 2, 4
2278, taiga, terraforged:cold_steppe, MONSTER, quark:toretoise, 80, 1, 1
2279, taiga, terraforged:cold_steppe, MONSTER, quark:stoneling, 80, 1, 1
2280, taiga, terraforged:cold_steppe, CREATURE, minecraft:sheep, 12, 4, 4
2281, taiga, terraforged:cold_steppe, CREATURE, minecraft:pig, 10, 4, 4
2282, taiga, terraforged:cold_steppe, CREATURE, minecraft:chicken, 10, 4, 4
2283, taiga, terraforged:cold_steppe, CREATURE, minecraft:cow, 10, 4, 4
2284, taiga, terraforged:cold_steppe, CREATURE, minecraft:wolf, 10, 4, 4
2285, taiga, terraforged:cold_steppe, CREATURE, minecraft:rabbit, 10, 2, 3
2286, taiga, terraforged:cold_steppe, CREATURE, minecraft:fox, 10, 2, 4
2287, taiga, terraforged:cold_steppe, CREATURE, exoticbirds:robin, 12, 2, 5
2288, taiga, terraforged:cold_steppe, CREATURE, exoticbirds:penguin, 10, 2, 5
2289, taiga, terraforged:cold_steppe, CREATURE, exoticbirds:owl, 10, 2, 5
2290, taiga, terraforged:cold_steppe, CREATURE, exoticbirds:woodpecker, 12, 2, 5
2291, taiga, terraforged:cold_steppe, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2292, taiga, terraforged:cold_steppe, CREATURE, alexsmobs:raccoon, 10, 2, 4
2293, taiga, terraforged:cold_steppe, CREATURE, alexsmobs:crow, 10, 3, 5
2294, taiga, terraforged:cold_steppe, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2295, taiga, terraforged:cold_steppe, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2296, taiga, terraforged:cold_steppe, CREATURE, alexsmobs:raccoon, 10, 2, 4
2297, taiga, terraforged:cold_steppe, CREATURE, alexsmobs:crow, 10, 3, 5
2298, taiga, terraforged:cold_steppe, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2299, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:goat, 10, 1, 4
2300, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
2301, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
2302, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:songbird, 11, 1, 4
2303, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:badger, 10, 1, 2
2304, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:turkey, 11, 1, 3
2305, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
2306, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
2307, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:deer, 16, 1, 4
2308, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
2309, taiga, terraforged:cold_steppe, CREATURE, betteranimalsplus:boar, 10, 1, 4
2310, taiga, terraforged:cold_steppe, AMBIENT, minecraft:bat, 10, 8, 8
2311, taiga, terraforged:cold_steppe, AMBIENT, alexsmobs:fly, 10, 2, 3
2312, taiga, terraforged:cold_steppe, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2313, taiga, terraforged:cold_steppe, AMBIENT, alexsmobs:fly, 10, 2, 3
2314, taiga, terraforged:cold_steppe, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2315, taiga, terraforged:cold_steppe, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
2316, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2317, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2318, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2319, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2320, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2321, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2322, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2323, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2324, taiga, terraforged:cold_steppe, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2325, swamp, terraforged:cold_marshland, MONSTER, minecraft:spider, 80, 4, 4
2326, swamp, terraforged:cold_marshland, MONSTER, minecraft:zombie, 80, 4, 4
2327, swamp, terraforged:cold_marshland, MONSTER, minecraft:zombie_villager, 10, 1, 1
2328, swamp, terraforged:cold_marshland, MONSTER, minecraft:skeleton, 80, 4, 4
2329, swamp, terraforged:cold_marshland, MONSTER, minecraft:creeper, 80, 4, 4
2330, swamp, terraforged:cold_marshland, MONSTER, minecraft:slime, 80, 4, 4
2331, swamp, terraforged:cold_marshland, MONSTER, minecraft:enderman, 5, 1, 4
2332, swamp, terraforged:cold_marshland, MONSTER, minecraft:witch, 5, 1, 1
2333, swamp, terraforged:cold_marshland, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2334, swamp, terraforged:cold_marshland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2335, swamp, terraforged:cold_marshland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2336, swamp, terraforged:cold_marshland, MONSTER, rats:rat_spawner, 80, 1, 3
2337, swamp, terraforged:cold_marshland, MONSTER, rats:pied_piper, 10, 1, 1
2338, swamp, terraforged:cold_marshland, MONSTER, tconstruct:earth_slime, 80, 2, 4
2339, swamp, terraforged:cold_marshland, MONSTER, tconstruct:sky_slime, 80, 2, 4
2340, swamp, terraforged:cold_marshland, MONSTER, quark:toretoise, 80, 1, 1
2341, swamp, terraforged:cold_marshland, MONSTER, quark:stoneling, 80, 1, 1
2342, swamp, terraforged:cold_marshland, CREATURE, minecraft:sheep, 12, 4, 4
2343, swamp, terraforged:cold_marshland, CREATURE, minecraft:cow, 10, 4, 4
2344, swamp, terraforged:cold_marshland, CREATURE, minecraft:wolf, 10, 4, 4
2345, swamp, terraforged:cold_marshland, CREATURE, minecraft:rabbit, 10, 2, 3
2346, swamp, terraforged:cold_marshland, CREATURE, minecraft:fox, 10, 2, 4
2347, swamp, terraforged:cold_marshland, CREATURE, exoticbirds:penguin, 10, 2, 5
2348, swamp, terraforged:cold_marshland, CREATURE, exoticbirds:crane, 10, 2, 5
2349, swamp, terraforged:cold_marshland, CREATURE, exoticbirds:duck, 10, 2, 5
2350, swamp, terraforged:cold_marshland, CREATURE, exoticbirds:heron, 10, 2, 5
2351, swamp, terraforged:cold_marshland, CREATURE, betterdefaultbiomes:muddy_pig, 10, 4, 4
2352, swamp, terraforged:cold_marshland, CREATURE, betterdefaultbiomes:duck, 10, 4, 4
2353, swamp, terraforged:cold_marshland, CREATURE, betterdefaultbiomes:frog, 10, 2, 4
2354, swamp, terraforged:cold_marshland, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2355, swamp, terraforged:cold_marshland, CREATURE, alexsmobs:moose, 10, 3, 4
2356, swamp, terraforged:cold_marshland, CREATURE, alexsmobs:raccoon, 10, 2, 4
2357, swamp, terraforged:cold_marshland, CREATURE, alexsmobs:crow, 10, 3, 5
2358, swamp, terraforged:cold_marshland, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2359, swamp, terraforged:cold_marshland, CREATURE, alexsmobs:moose, 10, 3, 4
2360, swamp, terraforged:cold_marshland, CREATURE, alexsmobs:raccoon, 10, 2, 4
2361, swamp, terraforged:cold_marshland, CREATURE, alexsmobs:crow, 10, 3, 5
2362, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:goat, 10, 1, 4
2363, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
2364, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
2365, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:songbird, 11, 1, 4
2366, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:badger, 10, 1, 2
2367, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
2368, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
2369, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:deer, 16, 1, 4
2370, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
2371, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
2372, swamp, terraforged:cold_marshland, CREATURE, betteranimalsplus:boar, 10, 1, 4
2373, swamp, terraforged:cold_marshland, AMBIENT, minecraft:bat, 10, 8, 8
2374, swamp, terraforged:cold_marshland, AMBIENT, alexsmobs:fly, 10, 2, 3
2375, swamp, terraforged:cold_marshland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2376, swamp, terraforged:cold_marshland, AMBIENT, alexsmobs:fly, 10, 2, 3
2377, swamp, terraforged:cold_marshland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2378, swamp, terraforged:cold_marshland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2379, swamp, terraforged:cold_marshland, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2380, swamp, terraforged:cold_marshland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2381, swamp, terraforged:cold_marshland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2382, swamp, terraforged:cold_marshland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2383, swamp, terraforged:cold_marshland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2384, taiga, terraforged:fir_forest, MONSTER, minecraft:spider, 80, 4, 4
2385, taiga, terraforged:fir_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2386, taiga, terraforged:fir_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2387, taiga, terraforged:fir_forest, MONSTER, minecraft:creeper, 80, 4, 4
2388, taiga, terraforged:fir_forest, MONSTER, minecraft:slime, 80, 4, 4
2389, taiga, terraforged:fir_forest, MONSTER, minecraft:enderman, 5, 1, 4
2390, taiga, terraforged:fir_forest, MONSTER, minecraft:witch, 5, 1, 1
2391, taiga, terraforged:fir_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2392, taiga, terraforged:fir_forest, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
2393, taiga, terraforged:fir_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2394, taiga, terraforged:fir_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2395, taiga, terraforged:fir_forest, MONSTER, rats:rat_spawner, 80, 1, 3
2396, taiga, terraforged:fir_forest, MONSTER, rats:pied_piper, 10, 1, 1
2397, taiga, terraforged:fir_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
2398, taiga, terraforged:fir_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
2399, taiga, terraforged:fir_forest, MONSTER, quark:toretoise, 80, 1, 1
2400, taiga, terraforged:fir_forest, MONSTER, quark:stoneling, 80, 1, 1
2401, taiga, terraforged:fir_forest, CREATURE, minecraft:sheep, 12, 4, 4
2402, taiga, terraforged:fir_forest, CREATURE, minecraft:pig, 10, 4, 4
2403, taiga, terraforged:fir_forest, CREATURE, minecraft:chicken, 10, 4, 4
2404, taiga, terraforged:fir_forest, CREATURE, minecraft:cow, 10, 4, 4
2405, taiga, terraforged:fir_forest, CREATURE, minecraft:wolf, 10, 4, 4
2406, taiga, terraforged:fir_forest, CREATURE, minecraft:rabbit, 10, 2, 3
2407, taiga, terraforged:fir_forest, CREATURE, minecraft:fox, 10, 2, 4
2408, taiga, terraforged:fir_forest, CREATURE, exoticbirds:robin, 12, 2, 5
2409, taiga, terraforged:fir_forest, CREATURE, exoticbirds:owl, 10, 2, 5
2410, taiga, terraforged:fir_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 5
2411, taiga, terraforged:fir_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2412, taiga, terraforged:fir_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2413, taiga, terraforged:fir_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2414, taiga, terraforged:fir_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2415, taiga, terraforged:fir_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2416, taiga, terraforged:fir_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2417, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:goat, 10, 1, 4
2418, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
2419, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
2420, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
2421, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
2422, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:turkey, 11, 1, 3
2423, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
2424, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
2425, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
2426, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
2427, taiga, terraforged:fir_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
2428, taiga, terraforged:fir_forest, AMBIENT, minecraft:bat, 10, 8, 8
2429, taiga, terraforged:fir_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
2430, taiga, terraforged:fir_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2431, taiga, terraforged:fir_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
2432, taiga, terraforged:fir_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2433, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2434, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2435, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2436, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2437, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2438, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2439, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2440, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2441, taiga, terraforged:fir_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2442, forest, terraforged:flower_plains, MONSTER, minecraft:spider, 80, 4, 4
2443, forest, terraforged:flower_plains, MONSTER, minecraft:zombie, 80, 4, 4
2444, forest, terraforged:flower_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
2445, forest, terraforged:flower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
2446, forest, terraforged:flower_plains, MONSTER, minecraft:creeper, 80, 4, 4
2447, forest, terraforged:flower_plains, MONSTER, minecraft:slime, 80, 4, 4
2448, forest, terraforged:flower_plains, MONSTER, minecraft:enderman, 5, 1, 4
2449, forest, terraforged:flower_plains, MONSTER, minecraft:witch, 5, 1, 1
2450, forest, terraforged:flower_plains, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2451, forest, terraforged:flower_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2452, forest, terraforged:flower_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2453, forest, terraforged:flower_plains, MONSTER, rats:rat_spawner, 80, 1, 3
2454, forest, terraforged:flower_plains, MONSTER, rats:pied_piper, 10, 1, 1
2455, forest, terraforged:flower_plains, MONSTER, tconstruct:earth_slime, 80, 2, 4
2456, forest, terraforged:flower_plains, MONSTER, tconstruct:sky_slime, 80, 2, 4
2457, forest, terraforged:flower_plains, MONSTER, quark:toretoise, 80, 1, 1
2458, forest, terraforged:flower_plains, MONSTER, quark:stoneling, 80, 1, 1
2459, forest, terraforged:flower_plains, CREATURE, minecraft:sheep, 12, 4, 4
2460, forest, terraforged:flower_plains, CREATURE, minecraft:pig, 10, 4, 4
2461, forest, terraforged:flower_plains, CREATURE, minecraft:chicken, 10, 4, 4
2462, forest, terraforged:flower_plains, CREATURE, minecraft:cow, 10, 4, 4
2463, forest, terraforged:flower_plains, CREATURE, minecraft:rabbit, 10, 2, 3
2464, forest, terraforged:flower_plains, CREATURE, exoticbirds:bluejay, 12, 2, 5
2465, forest, terraforged:flower_plains, CREATURE, exoticbirds:cardinal, 12, 2, 5
2466, forest, terraforged:flower_plains, CREATURE, exoticbirds:robin, 12, 2, 5
2467, forest, terraforged:flower_plains, CREATURE, exoticbirds:lyrebird, 10, 2, 5
2468, forest, terraforged:flower_plains, CREATURE, exoticbirds:hummingbird, 18, 2, 5
2469, forest, terraforged:flower_plains, CREATURE, exoticbirds:peafowl, 10, 2, 5
2470, forest, terraforged:flower_plains, CREATURE, exoticbirds:magpie, 12, 2, 5
2471, forest, terraforged:flower_plains, CREATURE, exoticbirds:cassowary, 10, 2, 5
2472, forest, terraforged:flower_plains, CREATURE, exoticbirds:kiwi, 10, 2, 5
2473, forest, terraforged:flower_plains, CREATURE, exoticbirds:pigeon, 12, 2, 5
2474, forest, terraforged:flower_plains, CREATURE, exoticbirds:woodpecker, 12, 2, 5
2475, forest, terraforged:flower_plains, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2476, forest, terraforged:flower_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
2477, forest, terraforged:flower_plains, CREATURE, alexsmobs:crow, 10, 3, 5
2478, forest, terraforged:flower_plains, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2479, forest, terraforged:flower_plains, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2480, forest, terraforged:flower_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
2481, forest, terraforged:flower_plains, CREATURE, alexsmobs:crow, 10, 3, 5
2482, forest, terraforged:flower_plains, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2483, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
2484, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:goat, 10, 1, 4
2485, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
2486, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
2487, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:songbird, 11, 1, 4
2488, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:badger, 10, 1, 2
2489, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:turkey, 11, 1, 3
2490, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:goose, 15, 2, 5
2491, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
2492, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
2493, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:deer, 16, 1, 4
2494, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
2495, forest, terraforged:flower_plains, CREATURE, betteranimalsplus:boar, 10, 1, 4
2496, forest, terraforged:flower_plains, AMBIENT, minecraft:bat, 10, 8, 8
2497, forest, terraforged:flower_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
2498, forest, terraforged:flower_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2499, forest, terraforged:flower_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
2500, forest, terraforged:flower_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2501, forest, terraforged:flower_plains, AMBIENT, terraincognita:butterfly, 10, 4, 8
2502, forest, terraforged:flower_plains, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
2503, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2504, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2505, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2506, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2507, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2508, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2509, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2510, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2511, forest, terraforged:flower_plains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2512, river, terraforged:frozen_lake, MONSTER, minecraft:spider, 80, 4, 4
2513, river, terraforged:frozen_lake, MONSTER, minecraft:zombie, 80, 4, 4
2514, river, terraforged:frozen_lake, MONSTER, minecraft:zombie_villager, 10, 1, 1
2515, river, terraforged:frozen_lake, MONSTER, minecraft:skeleton, 80, 4, 4
2516, river, terraforged:frozen_lake, MONSTER, minecraft:creeper, 80, 4, 4
2517, river, terraforged:frozen_lake, MONSTER, minecraft:slime, 80, 4, 4
2518, river, terraforged:frozen_lake, MONSTER, minecraft:enderman, 5, 1, 4
2519, river, terraforged:frozen_lake, MONSTER, minecraft:witch, 5, 1, 1
2520, river, terraforged:frozen_lake, MONSTER, minecraft:drowned, 10, 1, 1
2521, river, terraforged:frozen_lake, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2522, river, terraforged:frozen_lake, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2523, river, terraforged:frozen_lake, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2524, river, terraforged:frozen_lake, MONSTER, tconstruct:earth_slime, 80, 2, 4
2525, river, terraforged:frozen_lake, MONSTER, tconstruct:sky_slime, 80, 2, 4
2526, river, terraforged:frozen_lake, MONSTER, quark:toretoise, 80, 1, 1
2527, river, terraforged:frozen_lake, MONSTER, quark:stoneling, 80, 1, 1
2528, river, terraforged:frozen_lake, CREATURE, exoticbirds:penguin, 10, 2, 5
2529, river, terraforged:frozen_lake, CREATURE, exoticbirds:crane, 10, 2, 5
2530, river, terraforged:frozen_lake, CREATURE, exoticbirds:duck, 10, 2, 5
2531, river, terraforged:frozen_lake, CREATURE, exoticbirds:heron, 10, 2, 5
2532, river, terraforged:frozen_lake, CREATURE, betteranimalsplus:goose, 15, 2, 5
2533, river, terraforged:frozen_lake, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
2534, river, terraforged:frozen_lake, AMBIENT, minecraft:bat, 10, 8, 8
2535, river, terraforged:frozen_lake, AMBIENT, alexsmobs:fly, 10, 2, 3
2536, river, terraforged:frozen_lake, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2537, river, terraforged:frozen_lake, AMBIENT, alexsmobs:fly, 10, 2, 3
2538, river, terraforged:frozen_lake, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2539, river, terraforged:frozen_lake, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
2540, river, terraforged:frozen_lake, WATER_CREATURE, minecraft:squid, 10, 1, 4
2541, river, terraforged:frozen_lake, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
2542, river, terraforged:frozen_lake, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2543, river, terraforged:frozen_lake, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2544, river, terraforged:frozen_lake, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
